user_id,feature_enabled,experiment_selected_date,event_date,games_played,revenue
58,0,1/17/18,1/20/18,19,1.99
58,0,1/17/18,1/21/18,21,0
58,0,1/17/18,1/22/18,24,0
58,0,1/17/18,1/23/18,16,0
58,0,1/17/18,1/24/18,20,0
68,0,1/17/18,1/15/18,12,0
68,0,1/17/18,1/16/18,29,0
68,0,1/17/18,1/17/18,18,0
68,0,1/17/18,1/18/18,5,0
68,0,1/17/18,1/19/18,13,0
68,0,1/17/18,1/20/18,8,0
68,0,1/17/18,1/21/18,12,0
68,0,1/17/18,1/22/18,13,0
68,0,1/17/18,1/23/18,15,0
68,0,1/17/18,1/24/18,19,0
78,1,1/23/18,1/23/18,8,0
79,0,1/17/18,1/17/18,6,0
79,0,1/17/18,1/18/18,6,0
79,0,1/17/18,1/19/18,8,0
79,0,1/17/18,1/20/18,12,0
83,1,1/18/18,1/16/18,1,0
83,1,1/18/18,1/18/18,4,0
83,1,1/18/18,1/19/18,0,0
83,1,1/18/18,1/20/18,1,0
83,1,1/18/18,1/21/18,3,0
83,1,1/18/18,1/24/18,2,0
89,1,1/17/18,1/15/18,13,0
89,1,1/17/18,1/16/18,14,0
89,1,1/17/18,1/17/18,9,0
89,1,1/17/18,1/18/18,10,0
89,1,1/17/18,1/19/18,12,0
89,1,1/17/18,1/20/18,14,0
89,1,1/17/18,1/21/18,8,0
89,1,1/17/18,1/22/18,18,0
89,1,1/17/18,1/23/18,15,0
89,1,1/17/18,1/24/18,14,0
99,0,1/19/18,1/19/18,6,0
99,0,1/19/18,1/23/18,3,0
99,0,1/19/18,1/24/18,0,0
102,0,1/17/18,1/15/18,5,0
102,0,1/17/18,1/16/18,11,0
102,0,1/17/18,1/17/18,19,0
102,0,1/17/18,1/19/18,8,0
102,0,1/17/18,1/22/18,11,0
107,1,1/19/18,1/19/18,7,0
108,0,1/17/18,1/15/18,0,0
108,0,1/17/18,1/16/18,5,0
108,0,1/17/18,1/17/18,12,0
108,0,1/17/18,1/18/18,10,0
108,0,1/17/18,1/19/18,5,0
108,0,1/17/18,1/20/18,3,0
108,0,1/17/18,1/21/18,8,0
108,0,1/17/18,1/22/18,0,0
108,0,1/17/18,1/23/18,0,0
117,0,1/17/18,1/15/18,7,0
117,0,1/17/18,1/16/18,5,0
117,0,1/17/18,1/17/18,8,0
117,0,1/17/18,1/19/18,7,0
117,0,1/17/18,1/21/18,5,0
117,0,1/17/18,1/22/18,16,0
123,0,1/23/18,1/21/18,17,0
123,0,1/23/18,1/22/18,5,0
123,0,1/23/18,1/23/18,1,0
123,0,1/23/18,1/24/18,6,0
127,1,1/20/18,1/19/18,0,0
127,1,1/20/18,1/20/18,10,0
127,1,1/20/18,1/21/18,5,0
127,1,1/20/18,1/22/18,6,0
127,1,1/20/18,1/23/18,5,0
127,1,1/20/18,1/24/18,5,0
133,0,1/17/18,1/15/18,5,0
133,0,1/17/18,1/16/18,2,0
133,0,1/17/18,1/17/18,13,0
133,0,1/17/18,1/19/18,12,0
133,0,1/17/18,1/20/18,1,0
133,0,1/17/18,1/21/18,1,0
133,0,1/17/18,1/22/18,0,0
133,0,1/17/18,1/23/18,0,0
133,0,1/17/18,1/24/18,1,0
142,0,1/18/18,1/18/18,20,0
143,0,1/17/18,1/15/18,6,0
143,0,1/17/18,1/17/18,6,0
143,0,1/17/18,1/19/18,4,0
143,0,1/17/18,1/22/18,16,0
147,0,1/17/18,1/17/18,6,0
147,0,1/17/18,1/20/18,4,0
147,0,1/17/18,1/21/18,5,0
147,0,1/17/18,1/23/18,5,0
147,0,1/17/18,1/24/18,4,0
152,0,1/17/18,1/16/18,11,0
152,0,1/17/18,1/17/18,11,0
152,0,1/17/18,1/18/18,1,0
152,0,1/17/18,1/19/18,5,0
152,0,1/17/18,1/21/18,1,0
152,0,1/17/18,1/22/18,3,0
152,0,1/17/18,1/24/18,2,0
159,0,1/17/18,1/17/18,1,0
159,0,1/17/18,1/18/18,1,0
159,0,1/17/18,1/21/18,2,0
159,0,1/17/18,1/23/18,1,0
159,0,1/17/18,1/24/18,2,0
164,0,1/17/18,1/15/18,0,0
164,0,1/17/18,1/16/18,0,0
164,0,1/17/18,1/17/18,5,0
164,0,1/17/18,1/18/18,5,0
164,0,1/17/18,1/20/18,16,0
164,0,1/17/18,1/21/18,5,0
164,0,1/17/18,1/22/18,0,0
164,0,1/17/18,1/23/18,7,0
164,0,1/17/18,1/24/18,19,0
173,1,1/22/18,1/22/18,21,0
173,1,1/22/18,1/23/18,8,0
173,1,1/22/18,1/24/18,0,0
176,1,1/17/18,1/17/18,2,0
176,1,1/17/18,1/22/18,5,0
176,1,1/17/18,1/23/18,9,0
179,1,1/17/18,1/15/18,25,0
179,1,1/17/18,1/16/18,16,0
179,1,1/17/18,1/17/18,27,0
179,1,1/17/18,1/18/18,32,0
179,1,1/17/18,1/19/18,35,0
179,1,1/17/18,1/20/18,18,0
179,1,1/17/18,1/21/18,25,0
179,1,1/17/18,1/22/18,18,0
179,1,1/17/18,1/23/18,23,0
179,1,1/17/18,1/24/18,20,0
189,1,1/17/18,1/17/18,6,0
189,1,1/17/18,1/18/18,9,0
189,1,1/17/18,1/19/18,6,0
192,0,1/17/18,1/15/18,27,0
192,0,1/17/18,1/16/18,35,0
192,0,1/17/18,1/17/18,23,0
192,0,1/17/18,1/18/18,31,0
192,0,1/17/18,1/19/18,22,0
192,0,1/17/18,1/20/18,26,0
192,0,1/17/18,1/21/18,29,0
192,0,1/17/18,1/22/18,5,0
192,0,1/17/18,1/23/18,1,0
192,0,1/17/18,1/24/18,4,0
202,0,1/17/18,1/15/18,0,0
202,0,1/17/18,1/16/18,0,0
202,0,1/17/18,1/17/18,0,0
202,0,1/17/18,1/19/18,0,0
202,0,1/17/18,1/21/18,0,0
202,0,1/17/18,1/22/18,5,0
202,0,1/17/18,1/23/18,0,0
202,0,1/17/18,1/24/18,0,1.99
210,1,1/18/18,1/17/18,5,0
210,1,1/18/18,1/18/18,3,0
210,1,1/18/18,1/19/18,5,0
210,1,1/18/18,1/22/18,7,0
210,1,1/18/18,1/23/18,5,0
210,1,1/18/18,1/24/18,7,0
216,1,1/17/18,1/15/18,5,0
216,1,1/17/18,1/17/18,10,0
216,1,1/17/18,1/18/18,6,0
216,1,1/17/18,1/19/18,5,0
216,1,1/17/18,1/20/18,5,0
216,1,1/17/18,1/21/18,10,0
216,1,1/17/18,1/22/18,10,0
216,1,1/17/18,1/23/18,5,0
216,1,1/17/18,1/24/18,5,0
225,1,1/17/18,1/15/18,14,0
225,1,1/17/18,1/16/18,12,0
225,1,1/17/18,1/17/18,28,0
225,1,1/17/18,1/18/18,21,0
225,1,1/17/18,1/19/18,15,0
225,1,1/17/18,1/20/18,21,0
225,1,1/17/18,1/21/18,11,0
225,1,1/17/18,1/22/18,15,0
225,1,1/17/18,1/23/18,20,0
225,1,1/17/18,1/24/18,25,0
235,1,1/17/18,1/15/18,11,0
235,1,1/17/18,1/16/18,23,0
235,1,1/17/18,1/17/18,13,0
235,1,1/17/18,1/18/18,19,3.98
235,1,1/17/18,1/19/18,15,0
235,1,1/17/18,1/20/18,12,3.98
235,1,1/17/18,1/21/18,13,0
235,1,1/17/18,1/22/18,18,0
235,1,1/17/18,1/23/18,5,0
235,1,1/17/18,1/24/18,16,0
245,0,1/17/18,1/16/18,7,0
245,0,1/17/18,1/17/18,4,0
245,0,1/17/18,1/18/18,9,0
248,1,1/17/18,1/15/18,17,0
248,1,1/17/18,1/16/18,26,0
248,1,1/17/18,1/17/18,27,0
248,1,1/17/18,1/18/18,22,0
248,1,1/17/18,1/19/18,25,0
248,1,1/17/18,1/20/18,14,0
248,1,1/17/18,1/21/18,28,0
248,1,1/17/18,1/22/18,8,0
248,1,1/17/18,1/23/18,0,0
248,1,1/17/18,1/24/18,11,3.98
258,1,1/19/18,1/18/18,1,0
258,1,1/19/18,1/19/18,1,0
258,1,1/19/18,1/20/18,16,0
258,1,1/19/18,1/22/18,1,0
258,1,1/19/18,1/23/18,9,0
258,1,1/19/18,1/24/18,11,0
264,0,1/21/18,1/21/18,5,0
265,0,1/18/18,1/18/18,18,0
265,0,1/18/18,1/19/18,37,0
265,0,1/18/18,1/20/18,30,0
265,0,1/18/18,1/21/18,26,0
265,0,1/18/18,1/22/18,12,0
265,0,1/18/18,1/23/18,8,0
265,0,1/18/18,1/24/18,20,0
272,0,1/18/18,1/18/18,6,0
272,0,1/18/18,1/19/18,12,0
272,0,1/18/18,1/22/18,2,0
272,0,1/18/18,1/23/18,0,0
272,0,1/18/18,1/24/18,5,0
277,1,1/18/18,1/16/18,6,0
277,1,1/18/18,1/17/18,7,0
277,1,1/18/18,1/18/18,7,0
277,1,1/18/18,1/19/18,11,0
277,1,1/18/18,1/20/18,12,0
277,1,1/18/18,1/21/18,14,0
277,1,1/18/18,1/22/18,0,0
277,1,1/18/18,1/23/18,0,0
277,1,1/18/18,1/24/18,0,0
286,0,1/18/18,1/16/18,12,0
286,0,1/18/18,1/18/18,6,0
286,0,1/18/18,1/19/18,8,0
286,0,1/18/18,1/21/18,6,0
286,0,1/18/18,1/22/18,10,0
286,0,1/18/18,1/23/18,3,0
286,0,1/18/18,1/24/18,10,0
293,1,1/17/18,1/15/18,26,0
293,1,1/17/18,1/16/18,29,0
293,1,1/17/18,1/17/18,28,0
293,1,1/17/18,1/18/18,19,0
293,1,1/17/18,1/19/18,18,0
293,1,1/17/18,1/20/18,25,0
293,1,1/17/18,1/21/18,27,0
293,1,1/17/18,1/22/18,24,0
293,1,1/17/18,1/23/18,22,0
293,1,1/17/18,1/24/18,21,0
303,0,1/18/18,1/16/18,12,0
303,0,1/18/18,1/17/18,7,0
303,0,1/18/18,1/18/18,9,0
303,0,1/18/18,1/22/18,10,0
303,0,1/18/18,1/24/18,5,0
308,0,1/17/18,1/15/18,15,0
308,0,1/17/18,1/16/18,18,0
308,0,1/17/18,1/17/18,14,0
308,0,1/17/18,1/18/18,7,0
308,0,1/17/18,1/19/18,7,0
308,0,1/17/18,1/20/18,16,0
308,0,1/17/18,1/21/18,14,0
308,0,1/17/18,1/22/18,19,0
308,0,1/17/18,1/24/18,2,0
317,0,1/23/18,1/23/18,0,0
318,1,1/17/18,1/16/18,6,0
318,1,1/17/18,1/17/18,5,0
318,1,1/17/18,1/18/18,6,0
318,1,1/17/18,1/19/18,6,0
318,1,1/17/18,1/20/18,5,0
318,1,1/17/18,1/21/18,14,0
318,1,1/17/18,1/23/18,5,0
318,1,1/17/18,1/24/18,10,0
326,0,1/18/18,1/16/18,8,0
326,0,1/18/18,1/18/18,5,0
326,0,1/18/18,1/19/18,6,0
326,0,1/18/18,1/20/18,0,0
326,0,1/18/18,1/22/18,11,0
326,0,1/18/18,1/23/18,7,0
326,0,1/18/18,1/24/18,6,0
333,0,1/17/18,1/17/18,7,0
333,0,1/17/18,1/19/18,17,0
335,1,1/17/18,1/15/18,30,0
335,1,1/17/18,1/16/18,22,0
335,1,1/17/18,1/17/18,18,0
335,1,1/17/18,1/18/18,16,0
335,1,1/17/18,1/19/18,32,0
335,1,1/17/18,1/20/18,23,0
335,1,1/17/18,1/21/18,36,0
335,1,1/17/18,1/22/18,9,0
335,1,1/17/18,1/23/18,3,0
335,1,1/17/18,1/24/18,20,0
345,1,1/19/18,1/19/18,5,0
345,1,1/19/18,1/20/18,8,0
345,1,1/19/18,1/21/18,10,0
345,1,1/19/18,1/22/18,9,0
345,1,1/19/18,1/23/18,4,0
345,1,1/19/18,1/24/18,2,0
351,1,1/19/18,1/17/18,0,0
351,1,1/19/18,1/19/18,5,0
351,1,1/19/18,1/20/18,6,0
351,1,1/19/18,1/21/18,8,0
355,1,1/17/18,1/15/18,11,0
355,1,1/17/18,1/16/18,5,0
355,1,1/17/18,1/17/18,13,0
355,1,1/17/18,1/18/18,25,0
355,1,1/17/18,1/19/18,17,0
355,1,1/17/18,1/20/18,17,0
355,1,1/17/18,1/21/18,13,0
355,1,1/17/18,1/22/18,11,0
355,1,1/17/18,1/23/18,12,0
355,1,1/17/18,1/24/18,13,0
365,1,1/20/18,1/20/18,8,0
366,0,1/21/18,1/21/18,13,0
367,1,1/21/18,1/20/18,8,0
367,1,1/21/18,1/21/18,2,0
367,1,1/21/18,1/24/18,17,0
370,1,1/18/18,1/18/18,5,0
371,0,1/17/18,1/15/18,5,0
371,0,1/17/18,1/16/18,7,0
371,0,1/17/18,1/17/18,3,0
371,0,1/17/18,1/18/18,5,0
371,0,1/17/18,1/19/18,5,0
371,0,1/17/18,1/20/18,13,0
371,0,1/17/18,1/21/18,4,0
371,0,1/17/18,1/22/18,4,0
371,0,1/17/18,1/23/18,6,0
371,0,1/17/18,1/24/18,4,0
381,1,1/20/18,1/20/18,1,0
381,1,1/20/18,1/22/18,3,0
381,1,1/20/18,1/24/18,1,0
384,0,1/18/18,1/18/18,2,0
384,0,1/18/18,1/19/18,6,0
384,0,1/18/18,1/21/18,0,0
384,0,1/18/18,1/22/18,0,0
388,0,1/17/18,1/17/18,6,0
388,0,1/17/18,1/20/18,6,0
390,1,1/19/18,1/18/18,11,0
390,1,1/19/18,1/19/18,21,0
390,1,1/19/18,1/20/18,20,0
390,1,1/19/18,1/21/18,3,0
390,1,1/19/18,1/22/18,6,0
390,1,1/19/18,1/23/18,13,0
390,1,1/19/18,1/24/18,14,0
397,0,1/20/18,1/20/18,5,0
397,0,1/20/18,1/24/18,1,0
399,0,1/21/18,1/21/18,6,0
400,1,1/18/18,1/16/18,5,0
400,1,1/18/18,1/18/18,7,0
400,1,1/18/18,1/20/18,5,0
400,1,1/18/18,1/21/18,6,0
400,1,1/18/18,1/24/18,1,0
405,0,1/17/18,1/15/18,6,0
405,0,1/17/18,1/17/18,21,0
405,0,1/17/18,1/18/18,18,0
405,0,1/17/18,1/19/18,6,0
405,0,1/17/18,1/20/18,22,0
405,0,1/17/18,1/21/18,21,0
405,0,1/17/18,1/22/18,19,0
405,0,1/17/18,1/23/18,26,0
405,0,1/17/18,1/24/18,24,0
414,1,1/17/18,1/15/18,18,0
414,1,1/17/18,1/16/18,23,0
414,1,1/17/18,1/17/18,13,0
414,1,1/17/18,1/18/18,9,0
414,1,1/17/18,1/19/18,10,0
414,1,1/17/18,1/20/18,15,0
414,1,1/17/18,1/21/18,22,0
414,1,1/17/18,1/22/18,16,0
414,1,1/17/18,1/23/18,19,0
414,1,1/17/18,1/24/18,11,0
424,0,1/17/18,1/15/18,7,0
424,0,1/17/18,1/16/18,10,0
424,0,1/17/18,1/17/18,13,0
424,0,1/17/18,1/18/18,5,0
424,0,1/17/18,1/19/18,8,0
424,0,1/17/18,1/20/18,11,0
424,0,1/17/18,1/23/18,8,0
431,1,1/19/18,1/19/18,6,0
431,1,1/19/18,1/20/18,6,0
431,1,1/19/18,1/21/18,7,0
431,1,1/19/18,1/22/18,12,0
431,1,1/19/18,1/23/18,13,0
431,1,1/19/18,1/24/18,23,0
437,1,1/17/18,1/16/18,9,0
437,1,1/17/18,1/17/18,12,0
437,1,1/17/18,1/18/18,6,0
437,1,1/17/18,1/19/18,23,0
437,1,1/17/18,1/20/18,26,0
437,1,1/17/18,1/21/18,10,0
437,1,1/17/18,1/22/18,16,0
437,1,1/17/18,1/23/18,5,0
437,1,1/17/18,1/24/18,3,0
446,0,1/19/18,1/18/18,4,0
446,0,1/19/18,1/19/18,1,0
446,0,1/19/18,1/20/18,3,0
449,1,1/21/18,1/19/18,17,0
449,1,1/21/18,1/20/18,5,0
449,1,1/21/18,1/21/18,31,0
449,1,1/21/18,1/22/18,25,0
449,1,1/21/18,1/23/18,24,0
449,1,1/21/18,1/24/18,20,0
455,0,1/21/18,1/21/18,1,0
456,0,1/18/18,1/16/18,1,0
456,0,1/18/18,1/17/18,14,0
456,0,1/18/18,1/18/18,11,0
456,0,1/18/18,1/19/18,7,0
456,0,1/18/18,1/20/18,8,0
456,0,1/18/18,1/21/18,15,0
456,0,1/18/18,1/22/18,5,0
463,1,1/19/18,1/19/18,34,0
463,1,1/19/18,1/20/18,25,0
463,1,1/19/18,1/21/18,26,0
463,1,1/19/18,1/22/18,23,0
463,1,1/19/18,1/23/18,24,0
463,1,1/19/18,1/24/18,25,0
469,0,1/17/18,1/15/18,4,0
469,0,1/17/18,1/16/18,2,0
469,0,1/17/18,1/17/18,3,0
469,0,1/17/18,1/18/18,3,0
469,0,1/17/18,1/19/18,10,0
469,0,1/17/18,1/20/18,0,0
469,0,1/17/18,1/21/18,6,0
469,0,1/17/18,1/22/18,5,0
469,0,1/17/18,1/23/18,5,0
469,0,1/17/18,1/24/18,10,0
479,1,1/17/18,1/15/18,26,0
479,1,1/17/18,1/16/18,15,0
479,1,1/17/18,1/17/18,10,0
479,1,1/17/18,1/18/18,8,0
479,1,1/17/18,1/19/18,14,0
479,1,1/17/18,1/20/18,5,0
479,1,1/17/18,1/21/18,30,0
479,1,1/17/18,1/22/18,28,0
479,1,1/17/18,1/23/18,26,0
479,1,1/17/18,1/24/18,13,0
489,1,1/23/18,1/23/18,19,0
490,0,1/19/18,1/19/18,5,0
490,0,1/19/18,1/20/18,2,0
492,1,1/17/18,1/15/18,25,0
492,1,1/17/18,1/16/18,11,0
492,1,1/17/18,1/17/18,5,0
492,1,1/17/18,1/18/18,7,0
492,1,1/17/18,1/19/18,7,0
492,1,1/17/18,1/20/18,7,0
498,1,1/17/18,1/15/18,28,0
498,1,1/17/18,1/17/18,3,0
498,1,1/17/18,1/18/18,8,0
498,1,1/17/18,1/19/18,3,0
498,1,1/17/18,1/20/18,8,0
498,1,1/17/18,1/21/18,14,0
498,1,1/17/18,1/22/18,2,0
498,1,1/17/18,1/23/18,25,0
498,1,1/17/18,1/24/18,26,0
507,1,1/17/18,1/17/18,1,0
507,1,1/17/18,1/18/18,2,0
507,1,1/17/18,1/19/18,0,0
507,1,1/17/18,1/20/18,1,0
507,1,1/17/18,1/22/18,0,0
507,1,1/17/18,1/23/18,0,0
507,1,1/17/18,1/24/18,1,0
514,1,1/18/18,1/16/18,19,0
514,1,1/18/18,1/17/18,14,0
514,1,1/18/18,1/18/18,13,0
514,1,1/18/18,1/19/18,29,0
514,1,1/18/18,1/20/18,19,0
514,1,1/18/18,1/21/18,42,0
514,1,1/18/18,1/22/18,14,0
514,1,1/18/18,1/23/18,15,0
514,1,1/18/18,1/24/18,17,0
523,1,1/20/18,1/20/18,30,0
523,1,1/20/18,1/21/18,19,0
525,0,1/19/18,1/19/18,6,0
525,0,1/19/18,1/20/18,3,0
527,0,1/19/18,1/19/18,6,0
527,0,1/19/18,1/20/18,9,0
529,0,1/17/18,1/15/18,9,0
529,0,1/17/18,1/16/18,12,0
529,0,1/17/18,1/17/18,10,0
529,0,1/17/18,1/19/18,2,0
529,0,1/17/18,1/21/18,9,0
529,0,1/17/18,1/22/18,2,0
529,0,1/17/18,1/23/18,10,0
536,0,1/18/18,1/16/18,11,0
536,0,1/18/18,1/17/18,4,0
536,0,1/18/18,1/18/18,4,0
536,0,1/18/18,1/19/18,6,0
536,0,1/18/18,1/20/18,2,0
536,0,1/18/18,1/21/18,7,0
536,0,1/18/18,1/22/18,7,0
536,0,1/18/18,1/23/18,5,0
536,0,1/18/18,1/24/18,2,0
545,1,1/17/18,1/17/18,3,0
545,1,1/17/18,1/19/18,5,0
545,1,1/17/18,1/20/18,7,0
545,1,1/17/18,1/22/18,6,0
545,1,1/17/18,1/23/18,5,0
545,1,1/17/18,1/24/18,9,0
551,1,1/17/18,1/15/18,6,0
551,1,1/17/18,1/16/18,3,0
551,1,1/17/18,1/17/18,7,0
551,1,1/17/18,1/18/18,5,0
551,1,1/17/18,1/19/18,6,0
551,1,1/17/18,1/20/18,4,0
551,1,1/17/18,1/21/18,9,0
551,1,1/17/18,1/22/18,2,0
551,1,1/17/18,1/23/18,10,0
551,1,1/17/18,1/24/18,6,0
561,1,1/23/18,1/23/18,0,0
562,1,1/19/18,1/19/18,4,1.99
562,1,1/19/18,1/20/18,13,1.99
562,1,1/19/18,1/21/18,23,0
562,1,1/19/18,1/22/18,0,0
562,1,1/19/18,1/23/18,0,0
562,1,1/19/18,1/24/18,0,0
568,0,1/21/18,1/21/18,31,0
568,0,1/21/18,1/24/18,11,0
570,1,1/17/18,1/17/18,1,0
570,1,1/17/18,1/18/18,4,0
570,1,1/17/18,1/20/18,5,0
570,1,1/17/18,1/22/18,3,0
574,0,1/17/18,1/15/18,7,0
574,0,1/17/18,1/16/18,5,0
574,0,1/17/18,1/17/18,7,0
574,0,1/17/18,1/18/18,13,0
574,0,1/17/18,1/19/18,8,0
574,0,1/17/18,1/21/18,5,0
574,0,1/17/18,1/22/18,7,0
574,0,1/17/18,1/23/18,17,0
574,0,1/17/18,1/24/18,12,0
583,1,1/21/18,1/21/18,12,0
583,1,1/21/18,1/22/18,0,0
583,1,1/21/18,1/24/18,0,0
586,0,1/17/18,1/16/18,5,0
586,0,1/17/18,1/17/18,8,0
586,0,1/17/18,1/19/18,5,0
586,0,1/17/18,1/20/18,1,0
586,0,1/17/18,1/21/18,6,0
586,0,1/17/18,1/22/18,6,0
586,0,1/17/18,1/23/18,5,0
586,0,1/17/18,1/24/18,10,0
594,0,1/20/18,1/20/18,2,0
595,0,1/17/18,1/15/18,9,0
595,0,1/17/18,1/16/18,3,0
595,0,1/17/18,1/17/18,30,0
595,0,1/17/18,1/18/18,31,0
595,0,1/17/18,1/19/18,23,0
595,0,1/17/18,1/20/18,4,0
595,0,1/17/18,1/21/18,15,0
595,0,1/17/18,1/22/18,11,0
595,0,1/17/18,1/23/18,14,0
595,0,1/17/18,1/24/18,27,0
605,0,1/17/18,1/15/18,11,0
605,0,1/17/18,1/16/18,13,0
605,0,1/17/18,1/17/18,9,0
605,0,1/17/18,1/18/18,13,0
605,0,1/17/18,1/19/18,12,0
605,0,1/17/18,1/20/18,9,0
605,0,1/17/18,1/21/18,5,0
612,0,1/17/18,1/15/18,0,0
612,0,1/17/18,1/16/18,3,0
612,0,1/17/18,1/17/18,2,0
612,0,1/17/18,1/18/18,2,0
612,0,1/17/18,1/19/18,3,0
612,0,1/17/18,1/20/18,1,0
612,0,1/17/18,1/21/18,1,0
612,0,1/17/18,1/22/18,0,0
612,0,1/17/18,1/24/18,0,0
621,1,1/17/18,1/15/18,2,0
621,1,1/17/18,1/16/18,27,0
621,1,1/17/18,1/17/18,31,0
621,1,1/17/18,1/18/18,37,0
621,1,1/17/18,1/19/18,20,0
621,1,1/17/18,1/20/18,24,0
621,1,1/17/18,1/21/18,33,0
621,1,1/17/18,1/22/18,7,0
621,1,1/17/18,1/23/18,23,0
621,1,1/17/18,1/24/18,13,0
631,1,1/19/18,1/17/18,5,0
631,1,1/19/18,1/19/18,5,0
631,1,1/19/18,1/20/18,6,0
631,1,1/19/18,1/23/18,5,0
635,0,1/19/18,1/19/18,4,0
635,0,1/19/18,1/21/18,6,0
637,1,1/17/18,1/15/18,47,0
637,1,1/17/18,1/16/18,32,0
637,1,1/17/18,1/17/18,24,0
637,1,1/17/18,1/18/18,19,0
637,1,1/17/18,1/19/18,21,0
637,1,1/17/18,1/20/18,25,0
637,1,1/17/18,1/21/18,15,0
637,1,1/17/18,1/22/18,51,0
637,1,1/17/18,1/23/18,41,0
637,1,1/17/18,1/24/18,41,0
647,1,1/17/18,1/15/18,5,0
647,1,1/17/18,1/16/18,12,0
647,1,1/17/18,1/17/18,11,0
647,1,1/17/18,1/18/18,10,0
647,1,1/17/18,1/19/18,10,0
647,1,1/17/18,1/21/18,2,0
647,1,1/17/18,1/22/18,8,0
647,1,1/17/18,1/23/18,5,0
647,1,1/17/18,1/24/18,5,0
656,0,1/17/18,1/16/18,7,0
656,0,1/17/18,1/17/18,5,0
656,0,1/17/18,1/18/18,3,0
656,0,1/17/18,1/19/18,5,0
656,0,1/17/18,1/21/18,3,0
661,1,1/22/18,1/22/18,5,0
661,1,1/22/18,1/23/18,16,0
663,0,1/18/18,1/16/18,5,0
663,0,1/18/18,1/17/18,2,0
663,0,1/18/18,1/18/18,20,0
663,0,1/18/18,1/19/18,12,0
663,0,1/18/18,1/20/18,12,0
663,0,1/18/18,1/21/18,14,0
663,0,1/18/18,1/22/18,14,0
663,0,1/18/18,1/23/18,11,0
663,0,1/18/18,1/24/18,11,0
672,1,1/19/18,1/19/18,13,0
672,1,1/19/18,1/20/18,4,0
672,1,1/19/18,1/21/18,7,0
672,1,1/19/18,1/23/18,9,0
676,1,1/17/18,1/15/18,0,0
676,1,1/17/18,1/16/18,11,0
676,1,1/17/18,1/17/18,14,0
676,1,1/17/18,1/18/18,16,0
676,1,1/17/18,1/19/18,9,0
676,1,1/17/18,1/20/18,9,0
676,1,1/17/18,1/21/18,9,0
676,1,1/17/18,1/23/18,10,0
684,1,1/18/18,1/16/18,22,0
684,1,1/18/18,1/17/18,22,0
684,1,1/18/18,1/18/18,16,0
684,1,1/18/18,1/19/18,19,0
684,1,1/18/18,1/20/18,21,0
684,1,1/18/18,1/21/18,17,0
684,1,1/18/18,1/22/18,14,0
684,1,1/18/18,1/23/18,15,0
684,1,1/18/18,1/24/18,26,0
693,0,1/17/18,1/15/18,15,0
693,0,1/17/18,1/16/18,18,0
693,0,1/17/18,1/17/18,13,0
693,0,1/17/18,1/18/18,23,0
